cast,Number_MoviesShows,score
 Pankaj Tripathi,8,50.25
 Panos Koronis,1,50.0
 Pantipa Arunwattanachai,1,38.0
 Panupan Jantanawong,1,38.0
 Paola Barrientos,2,51.0
 Paola Minaccioni,1,15.0
 Paoli Dam,2,41.0
 Paolo Stoppa,1,83.0
 Paopetch Charoensook,1,12.0
 Parakh Madan,1,68.0
 Parambrata Chatterjee,3,66.0
 Paras Arora,1,47.0
 Paras Thakral,1,8.0
 Paresh Pahuja,1,29.0
 Paresh Rawal,16,44.5
 Parikshat Sahni,1,49.0
 Parineeti Chopra,3,38.333333333333336
 Paris Berelc,1,51.0
 Paris Hilton,1,57.0
 Paris Intarakomalyasut,1,35.0
 Parisa Fitz-Henley,1,56.0
 Park Byung-eun,2,61.5
 Park Chul-min,1,37.0
 Park Eun-hye,1,60.0
 Park Gyu-young,1,86.0
 Park Hae-joon,2,46.5
 Park Ho-san,1,67.0
 Park Hye-su,1,43.0
 Park Ji-hwan,1,73.0
 Park Ji-hyun,1,73.0
 Park Ji-young,1,63.0
 Park Jin-joo,1,75.0
 Park Joo-mi,1,12.0
 Park Ki-deok,1,21.0
 Park Ki-woong,1,73.0
 Park Min-ji,1,69.0
 Park Sang-nam,1,21.0
 Park Se-jin,1,28.0
 Park Seo-kyung,1,12.0
 Park Seon-im,1,49.0
 Park Seong-geun,1,16.0
 Park Shin-hye,2,66.0
 Park Si-eun,1,60.0
 Park So-dam,1,56.0
 Park Soo-yeon,1,12.0
 Park Su-young,2,53.0
 Park Sun-ho,1,31.0
 Park Sung-jun,1,69.0
 Park Sung-woong,2,52.0
 Park Ye-ni,1,21.0
 Park Yeong-gyu,1,69.0
 Park You-na,1,84.0
 Parker Posey,7,55.42857142857143
 Parker Sawyers,1,50.0
 Parker Stevenson,1,10.0
 Parker Wierling,1,68.0
 Parmeet Sethi,2,63.0
 Parminder Nagra,1,68.0
 Parth Bhalerao,1,46.0
 Parthiban,1,33.0
 Parthveer Shukla,1,43.0
 Parul Gulati,1,28.0
 Parvathy Krishna,1,67.0
 Parvathy Thiruvothu,2,16.5
 Parveen Babi,1,38.0
 Parveen Choudhary,1,4.0
 Parvesh Cheena,2,56.5
 Parvin Dabas,2,23.5
 Pascal Greggory,1,58.0
 Pascale Arbillot,1,46.0
 Pascale Bussières,1,28.0
 Pascale Christophe,1,51.0
 Pasha D. Lychnikoff,1,40.0
 Pasqualina Scuncia,1,82.0
 Passar Hariky,1,60.0
 Pasupathy,2,14.0
 Pat Buttram,1,70.0
 Pat Carrol,1,54.0
 Pat Carroll,1,16.0
 Pat Costello,1,20.0
 Pat Cusick,1,13.0
 Pat Fraley,1,35.0
 Pat Healy,2,58.0
 Pat Kelly,1,60.0
 Pat Kinevane,1,62.0
 Pat Laffan,1,55.0
 Pat Morita,1,57.0
 Pat Musick,1,33.0
 Pat Priest,1,47.0
 Pat Roach,2,38.0
 Pat Ryan (Nixon),1,11.0
 Patch Darragh,2,70.0
 Paterson Joseph.,1,35.0
 Patricia Arquette,2,61.5
 Patricia Bethune,1,27.0
 Patricia Bull,1,62.0
 Patricia Clarkson,2,66.0
 Patricia Crowley,1,18.0
 Patricia Heaton,1,51.0
 Patricia Hittler,1,43.0
 Patricia Kerrigan,1,66.0
 Patricia López Arnaiz,2,59.0
 Patricia Maqueo,1,69.0
 Patricia Parris,1,83.0
 Patricia Reyes Spíndola,1,8.0
 Patricia Tamayo,1,37.0
 Patricia Wettig,1,51.0
 Patricio Contreras,2,39.5
 Patricio Gallardo,1,69.0
 Patrick Brice,1,69.0
 Patrick Catalifo,2,38.0
 Patrick Davis,1,52.0
 Patrick Dempsey,3,58.0
 Patrick Duffy,1,36.0
 Patrick Fabian,4,51.75
 Patrick Fischler,2,43.0
 Patrick Fugit,4,60.5
 Patrick Garrow,1,63.0
 Patrick Gorman,1,36.0
 Patrick Hivon,1,63.0
 Patrick Hurd-Wood,1,57.0
 Patrick Johnson Jr.,1,58.0
 Patrick Kennedy,2,71.5
 Patrick Levis,1,59.0
 Patrick Lyster,1,74.0
 Patrick Magee,1,62.0
 Patrick Mofokeng,2,73.0
 Patrick Murney,1,75.0
 Patrick Ndlovu,1,48.0
 Patrick O'Neal,1,66.0
 Patrick Pedraja,1,79.0
 Patrick Quan,1,19.0
 Patrick Renna,1,50.0
 Patrick Roach,3,56.0
 Patrick Robinson,1,33.0
 Patrick Seitz,1,9.0
 Patrick St. Esprit,3,49.333333333333336
 Patrick Stewart,4,63.75
 Patrick Swayze,1,47.0
 Patrick Tam,1,69.0
 Patrick Timsit,1,21.0
 Patrick Treadway,1,68.0
 Patrick Warburton,7,52.714285714285715
 Patrick Wilson,1,73.0
 Patrick d'Assumçao,1,22.0
 Patrik Baboumian,1,78.0
 Patrycja Widlak,1,41.0
 Patrícia Bargalló,1,88.0
 Patsy Kelly,1,72.0
 Patsy Kensit,1,42.0
 Pattarasaya Kreuasuwansri,1,12.0
 Patti Allan,1,66.0
 Patti Smith,1,75.0
 Patton Oswalt,3,55.666666666666664
 Patxi Santamaría,1,70.0
 Pau Cólera,1,76.0
 Pau Durà,1,88.0
 Pau Gasol,1,27.0
 Pau Poch,1,88.0
 Paul Alwright,1,53.0
 Paul Badger,1,84.0
 Paul Basagoitia,1,17.0
 Paul Bates,1,52.0
 Paul Begala,1,27.0
 Paul Ben-Victor,2,36.5
 Paul Benjamin,1,86.0
 Paul Bettany,3,57.333333333333336
 Paul Borghese,1,45.0
 Paul Braunstein,1,35.0
 Paul Briganti,1,74.0
 Paul Briggs,1,75.0
 Paul Bushnell,1,52.0
 Paul C Kelly,1,23.0
 Paul Calderon,1,53.0
 Paul Cavanagh,1,21.0
 Paul Chahidi,1,79.0
 Paul Chirico,1,16.0
 Paul Chun,2,33.0
 Paul Dano,2,83.5
 Paul Dillon,1,68.0
 Paul Dobson,4,31.0
 Paul Dooley,1,73.0
 Paul Douglas,1,10.0
 Paul Eichenberg,1,3.0
 Paul F. Tompkins,1,67.0
 Paul Fitzgerald,1,73.0
 Paul Foster,1,41.0
 Paul Frankeur,1,85.0
 Paul Freeman,1,5.0
 Paul Genovese,1,17.0
 Paul Giamatti,6,62.166666666666664
 Paul Gross,2,75.5
 Paul Guilfoyle,4,56.5
 Paul Haapaniemi,1,54.0
 Paul Hamy,2,35.5
 Paul Higgins,1,65.0
 Paul Hipp,1,53.0
 Paul Jurewicz,1,54.0
 Paul Kandel,1,40.0
 Paul Kaye,1,81.0
 Paul Killam,2,11.0
 Paul Lambert,1,32.0
 Paul Mason,1,21.0
 Paul McGillion,1,67.0
 Paul McGrane,1,39.0
 Paul Milotte,1,16.0
 Paul Nakauchi,1,67.0
 Paul Newman,2,78.0
 Paul Nicholls,1,17.0
 Paul Rae,1,27.0
 Paul Ready,1,35.0
 Paul Reid,1,56.0
 Paul Reiser,3,53.666666666666664
 Paul Reubens,3,43.333333333333336
 Paul Reynolds,1,34.0
 Paul Riley,1,18.0
 Paul Rodriguez,2,43.0
 Paul Rodriguez Jr.,2,40.0
 Paul Rudd,3,67.66666666666667
 Paul Rugg,1,36.0
 Paul Rust,1,47.0
 Paul Sambo,1,9.0
 Paul Schackman,1,11.0
 Paul Scheer,2,43.0
 Paul Schneider,2,68.0
 Paul Schulze,1,47.0
 Paul Shaffer,1,54.0
 Paul Sloan,2,41.0
 Paul Sorvino,5,49.2
 Paul Sparks,2,63.5
 Paul Tassone,1,75.0
 Paul Tei,1,31.0
 Paul Terry,1,72.0
 Paul W. Downs,1,56.0
 Paul Walter Hauser,3,74.0
 Paul Weitz,1,50.0
 Paul Williams,1,59.0
 Paul Winchell,1,70.0
 Paul Winfield,1,64.0
 Paul Wollin,1,60.0
 Paula Castana,1,51.0
 Paula Cohen,1,21.0
 Paula Donner,1,43.0
 Paula Garcés,1,70.0
 Paula Jai Parker,2,57.5
 Paula Jones,1,27.0
 Paula Malia,3,57.333333333333336
 Paula Newsome,1,60.0
 Paula Parker,1,68.0
 Paula Paul,1,57.0
 Paula Pell,1,53.0
 Paula Prentiss,1,49.0
 Paula Rhodes,2,59.0
 Paula Rivera,1,40.0
 Paula Trickey,1,35.0
 Paula Vázquez,1,47.0
 Paulette Todd,1,12.0
 Paulina Andreeva,1,19.0
 Paulina Facuse,1,16.0
 Paulina Gaitán,1,24.0
 Paulina García,1,28.0
 Paulina Matos,1,21.0
 Paulina Nguyen,1,5.0
 Pauline Quirke,2,50.5
 Paulo Avelino,1,27.0
 Paulo Calatré,1,55.0
 Paulo Gorgulho,1,46.0
 Paulo Miklos,1,57.0
 Paulo Sanchez Lima,1,42.0
 Pauly Shore,1,83.0
 Paulyn Sun,1,10.0
 Pavan Malhotra,5,54.4
 Pavarit Mongkolpisit,1,38.0
 Pavel Douglas,1,61.0
 Pavel Kríz,1,32.0
 Pavel Lychnikoff,1,68.0
 Pavel Shpringfeld,1,73.0
 Pavel Trubiner,1,18.0
 Pavleen Gujral,1,50.0
 Paw Hee-ching,1,19.0
 Pawan Chopra,2,55.0
 Pawel Szajda,1,27.0
 Paxton Singleton,1,85.0
 Payal Rajput,1,12.0
 Paz Vega,2,59.0
 Pearl Bailey,1,72.0
 Pearle Maaney,1,73.0
 Peder Holm Johansen,1,72.0
 Pedro Almodóvar,1,76.0
 Pedro Andreu,1,37.0
 Pedro Armendáriz Jr.,1,54.0
 Pedro Campos,1,25.0
 Pedro Casablanc,5,56.0
 Pedro Godoy,1,12.0
 Pedro Mari Sánchez,1,18.0
 Pedro Pascal,1,56.0
 Pedro Rodman Rodriguez,1,5.0
 Pedro Rojas,1,39.0
 Pedro Ruminot,1,8.0
 Pedro de Tavira Egurrola,1,33.0
 Pedroca Monteiro,1,39.0
 Penelope Ann Miller,2,62.5
 Penelope Mitchell,1,41.0
 Penn Badgley,1,75.0
 Penn Teller,1,71.0
 Penne Hackforth-Jones,1,59.0
 Penny Downie,1,74.0
 Penny Johnson,1,66.0
 Penny Leatherbarrow,1,63.0
 Penny Peyser,1,34.0
 Penélope Cruz,2,56.5
 Penélope Guerrero,1,72.0
 Pep Jové,1,88.0
 Pepa Charro,1,29.0
 Pepa López,1,88.0
 Pepe Herrera,1,6.0
 Pepe Ocio,2,64.0
 Pepe Rapazote,2,45.0
 Pepe Serna,2,56.5
 Peppino Mazzotta,1,53.0
 Pepón Nieto,1,29.0
 Per Wimmer,1,12.0
 Per-Olav Sorensen,1,65.0
 Percelle Ascott,1,69.0
 Percy Edwards,1,73.0
 Percy Hynes White,1,38.0
 Perdita Weeks,1,56.0
 Pere Ponce,1,88.0
 Perizaad Zorabian,1,13.0
 Perla Bautista,1,43.0
 Perla Haney-Jardine,1,75.0
 Pernilla August,1,90.0
 Perry Mucci,1,29.0
 Peta Murgatroyd,1,44.0
 Pete Berwick,1,14.0
 Pete Postlethwaite,3,60.333333333333336
 Petelo Sealeu,1,21.0
 Peter Archer,1,81.0
 Peter Bartlett,1,75.0
 Peter Boal,1,37.0
 Peter Bowles,1,70.0
 Peter Boyle,1,12.0
 Peter Breitmayer,1,78.0
 Peter Bull,1,81.0
 Peter Capaldi,1,69.0
 Peter Cook,1,84.0
 Peter Coyote,1,66.0
 Peter Cullen,3,63.333333333333336
 Peter Cushing,1,54.0
 Peter DeLuise,1,21.0
 Peter Dinklage,3,55.0
 Peter Elliott,1,18.0
 Peter Facinelli,6,49.333333333333336
 Peter Falk,1,84.0
 Peter Feeney,1,39.0
 Peter Firth,5,37.0
 Peter Fonda,1,40.0
 Peter Francis James,1,60.0
 Peter Gadiot,1,65.0
 Peter Gallagher,5,62.2
 Peter Gerety,1,72.0
 Peter Gilroy,1,52.0
 Peter Graves,1,6.0
 Peter Gray Lewis,1,72.0
 Peter Greene,2,32.5
 Peter Hermann,1,80.0
 Peter Jacobson,1,55.0
 Peter Kelamis,1,46.0
 Peter Keleghan,1,15.0
 Peter Kim,1,78.0
 Peter Lanzani,1,24.0
 Peter Lawford,1,62.0
 Peter MacNeill,3,47.666666666666664
 Peter Macdissi,2,65.0
 Peter Mackenzie,1,29.0
 Peter Mak,1,10.0
 Peter Mark Kendall,1,50.0
 Peter Mayer,1,18.0
 Peter McRobbie,1,56.0
 Peter Mel,1,69.0
 Peter Mooney,1,20.0
 Peter Mullan,1,73.0
 Peter O'Brien,1,44.0
 Peter O'Connor,1,15.0
 Peter O'Toole,1,87.0
 Peter Outerbridge,1,47.0
 Peter Phelps,1,19.0
 Peter Renaday,1,75.0
 Peter Riegert,2,36.0
 Peter Ronson,1,71.0
 Peter Rowsthorn,1,32.0
 Peter Sarsgaard,4,58.5
 Peter Schneider,1,21.0
 Peter Scolari,1,52.0
 Peter Serafinowicz,1,50.0
 Peter Sohn,3,76.33333333333333
 Peter Stormare,4,45.75
 Peter Strauss,1,65.0
 Peter Sullivan,1,35.0
 Peter Ustinov,2,67.0
 Peter Van den Begin,1,83.0
 Peter Verby,1,79.0
 Peter Vincenti,1,21.0
 Peter Vroom,1,42.0
 Peter Weller,3,38.666666666666664
 Peter Wight,1,72.0
 Peter Woodward,1,45.0
 Petey Majik Nguyen,1,11.0
 Petra Massey,1,35.0
 Petra Schmidt-Schaller,1,56.0
 Petronela Grigorescu,1,45.0
 Pevita Pearce,1,59.0
 Peyman Moaadi,2,78.0
 Peyton Chesson-Fohl,1,57.0
 Peyton Kennedy,1,74.0
 Peyton List,3,47.0
 Peyton Michelle Edwards,2,22.5
 Peyton Paulette,1,38.0
 Pham Anh Khoa,1,70.0
 Pham Dinh Thai Ngan,1,17.0
 Phan Thanh Nhien,1,70.0
 Phellipe Haagensen,1,88.0
 Phellyx Moura,1,48.0
 Phi Nguyen,1,28.0
 Phil Cheadle,1,59.0
 Phil Collins,1,69.0
 Phil Crowley,1,32.0
 Phil Harris,1,69.0
 Phil Hartman,1,58.0
 Phil Hendrie,2,74.0
 Phil LaMarr,1,64.0
 Phil Parolisi,1,37.0
 Phil Proctor,1,61.0
 Phil X,1,52.0
 Philbert Falakeza,1,78.0
 Philip Arditti,1,59.0
 Philip Baker Hall,1,80.0
 Philip Bosco,3,57.0
 Philip Bulcock,1,63.0
 Philip Cabrita,1,46.0
 Philip Dorn,1,41.0
 Philip Ettinger,1,43.0
 Philip Glenister,1,44.0
 Philip Goodwin,1,58.0
 Philip Keung,1,51.0
 Philip Proctor,1,75.0
 Philip Rham,1,41.0
 Philip Seymour Hoffman,3,78.33333333333333
 Philip Wright,1,69.0
 Philippine Leroy-Beaulieu,1,64.0
 Phill Lewis,2,47.0
 Phillip Devona,1,53.0
 Phillip Mulhern,1,14.0
 Phillip Van Dyke,1,64.0
 Phillips Smalley,1,11.0
 Phoebe Dynevor,2,45.0
 Phoebe Fox,1,41.0
 Phoebe Nicholls,1,63.0
 Phoebe Robinson,1,53.0
 Phoebe Tonkin,1,38.0
 Phoenix,1,54.0
 Phoenix Raei,1,65.0
 Phumphat Chartsuriyakiat,1,38.0
 Phylicia Rashad,4,64.25
 Phyllida Law,1,57.0
 Phyllis Diller,1,76.0
 Phyllis Kirk,1,21.0
 Phyllis Somerville,1,73.0
 Pia Lanciotti,1,54.0
 Pia Mia,1,43.0
 Piaa Bajpai,1,34.0
 Pierce Brosnan,4,59.25
 Pierce Gagnon,1,60.0
 Piercey Dalton,1,27.0
 Pierfrancesco Favino,1,76.0
 Pierre Baitelli,1,41.0
 Pierre Deladonchamps,1,37.0
 Pierre Edwards,1,38.0
 Pierre Khol,1,44.0
 Pierre Louis,1,24.0
 Pierre Morel,1,69.0
 Pierre Niney,1,47.0
 Pierre Perrier,1,66.0
 Pierre Porquet,1,21.0
 Pierre Salvadori,1,40.0
 Pierre Taki,1,31.0
 Pietro Mario,1,42.0
 Pietro Ragusa,1,33.0
 Pietro Sibille,1,18.0
 Pilar Castro,1,61.0
 Pilou Asbæk,1,51.0
 Pim Bubear,1,25.0
 Pimpakan Bangchawong,1,6.0
 Pinky Amador,1,14.0
 Pinto Colvig,4,33.0
 Piotr Biedron,1,72.0
 Piotr Michael,1,68.0
 Pip Pellens,1,30.0
 Pip Torrens,2,46.0
 Piper Laurie,2,68.0
 Piper Mackenzie Harris,2,55.5
 Piper Perabo,2,50.0
 Pippa Bennett-Warner,3,46.333333333333336
 Pippa Haywood,2,38.5
 Pisamai Wilaisak,1,11.0
 Pitchatorn Santinatornkul,1,38.0
 Pitchawat Petchayahon,1,46.0
 Pitobash,1,7.0
 Piyush Mishra,2,54.0
 Plabita Borthakur,1,43.0
 Pok Piyatida Woramusik,1,40.0
 Pol Monen,3,53.0
 Polly Ann Young,1,18.0
 Polly Draper,1,74.0
 Polly Walker,3,49.666666666666664
 Pom Boyd,1,40.0
 Pom Klementieff,1,40.0
 Pongpat Wachirabunjong,1,12.0
 Pooja Bedi,1,18.0
 Pooja Bhatt,1,28.0
 Pooja Devariya,1,22.0
 Pooja Hegde,2,57.5
 Poonam Dhillon,1,25.0
 Poonam Pandey,1,7.0
 Poonam Sinha,1,72.0
 Poorna Jagannathan,2,71.5
 Pooya Mohseni,1,56.0
 Poppy Drayton,1,44.0
 Poppy Rogers,1,72.0
 Porscha Coleman,1,47.0
 Porscha Radcliffe,1,66.0
 Porter Hall,1,83.0
 Powers Boothe,1,33.0
 Prabal Panjabi,2,34.5
 Prabhu,1,57.0
 Prabhu Deva,2,24.5
 Prachi Desai,1,64.0
 Prachi Shah,1,4.0
 Pradeep Singh Rawat,1,29.0
 Pradhuman Singh Mall,1,13.0
 Pragati Pandey,1,45.0
 Prakash Belawadi,1,41.0
 Prakash Raj,5,30.0
 Pramod Moutho,1,45.0
 Pramod Pathak,2,43.5
 Pran,1,25.0
 Pranay Pachauri,1,71.0
 Praneet Akilla,1,54.0
 Pranitha Subhash,1,49.0
 Prasad Purandhare,1,7.0
 Prasad Vanarse,1,76.0
 Prasanna Ketkar,1,80.0
 Prashant Chainani,1,66.0
 Prashanth,1,7.0
 Pratap Phad,1,60.0
 Pratap Pothan,1,53.0
 Prateeksha Lonkar,1,61.0
 Prateik Babbar,1,42.0
 Prathamesh Parab,1,80.0
 Prathap Potham,1,33.0
 Pratibha Sinha,1,45.0
 Pratik Gandhi,1,15.0
 Pratima Devi,1,4.0
 Pratima Puri,1,37.0
 Preeti Jhangiani,1,39.0
 Preeti Kochar,1,45.0
 Preity Zinta,6,59.666666666666664
 Prem Chopra,4,30.5
 Prem Prakash,1,53.0
 Premgi Amaren,1,14.0
 Presciliana Esparolini,1,49.0
 Price Carson,1,73.0
 Priit Võigemast,1,10.0
 Primorata Dejudom,1,49.0
 Prince Sube,1,14.0
 Princesa Yamal,1,44.0
 Princess,1,30.0
 Princey Shukla,1,5.0
 Priscila Assum,1,41.0
 Priscila Espinoza,1,11.0
 Priscilla Barnes,1,17.0
 Priscilla-Anne Forder,1,62.0
 Prithvik Pratap,1,31.0
 Prithviraj,1,29.0
 Pritish Nandy,1,18.0
 Priya Anand,2,25.0
 Priya Bhavani Shankar,1,30.0
 Priyadarshi,1,45.0
 Priyadarshi Pullikonda,2,35.0
 Priyamani,2,31.0
 Priyanka Bose,1,18.0
 Priyanka Chopra,4,58.25
 Priyanka Pandey,1,19.0
 Priyanka Sharma,1,60.0
 Priyanshu Chatterjee,1,21.0
 Priyanshu Painyuli,1,60.0
 Pulkit Samrat,1,14.0
 Puneet Issar,1,40.0
 Punit Pathak,1,43.0
 Punkie Johnson,1,37.0
 Purab Kohli,2,42.5
 Purav Bhandare,1,63.0
 Purnima Varma,1,20.0
 Puru Chibber,1,33.0
 Pushpa,1,64.0
 Pushy Anand,1,25.0
 Pyo Ji-hoon,1,84.0
 Pál Mácsai,1,78.0
 Pål Sverre Hagen,1,62.0
 Qavi Khan,1,13.0
 Qian Chen,1,53.0
 Qiao Shan,1,12.0
 Qing Ye,1,62.0
 Qinyi Du,1,47.0
 Qu Chuxiao,1,50.0
 Qu Ying,1,27.0
 Quddus Newton,1,8.0
 Queen Latifah,4,64.0
 Quei Tann,1,66.0
 Quentin Crisp,1,76.0
 Quentin Tarantino,2,58.5
 Quim Gutiérrez,1,52.0
 Quincy Brown,1,51.0
 Quincy Jones,4,70.75
 Quinn Allan,1,47.0
 Quinn Liebling,1,74.0
 Quinn Shephard,1,49.0
 Quinton Aaron,1,26.0
 R. Bruce Elliott,1,76.0
 R.G. Armstrong,1,3.0
 R.H. Thomson,3,29.0
 RJ Balaji,3,29.666666666666668
 RJ Vikish,1,7.0
 RK Bagatsing,1,13.0
 ROLFE SEDAN,1,43.0
 RZA,2,54.0
 Raad Rawi,2,66.0
 Raai Laxmi,1,13.0
 Raashi Khanna,1,12.0
 Raashul Tandon,1,80.0
 Rachael Bella,1,63.0
 Rachael Blake,1,67.0
 Rachael Harris,1,46.0
 Rachael Lillis,1,41.0
 Rachael Taylor,2,45.5
 Rachanee Siralert,1,35.0
 Rachel Bloom,1,69.0
 Rachel Boston,1,35.0
 Rachel Brann,1,63.0
 Rachel Brosnahan,1,28.0
 Rachel Dratch,1,53.0
 Rachel Gage,1,13.0
 Rachel Griffiths,2,71.5
 Rachel Hilson,1,38.0
 Rachel House,1,65.0
 Rachel Hurd-Wood,2,55.0
 Rachel Korine,1,58.0
 Rachel Lascar,1,15.0
 Rachel Leigh Cook,1,33.0
 Rachel McAdams,4,74.5
 Rachel Momo,1,24.0
 Rachel Nichols,1,36.0
 Rachel Resheff,1,27.0
 Rachel Roberts,2,63.5
 Rachel Skarsten,1,21.0
 Rachel Staman,1,57.0
 Rachel Taylor,1,63.0
 Rachel True,1,62.0
 Rachel Vanduzer,1,54.0
 Rachel Weisz,2,51.0
 Rachel Wilson,1,40.0
 Rachel Zeiger-Haag,1,70.0
 Rachele Brooke Smith,1,50.0
 Rachelle Lefevre,1,47.0
 Rachelle Lefèvre,1,68.0
 Rade Serbedzija,2,63.0
 Rade Šerbedžija,2,62.0
 Radha Mitchell,1,51.0
 Radha Ravi,1,60.0
 Radhi Khalid,1,62.0
 Radhika Apte,5,66.2
 Radhika Menon,1,20.0
 Radivoje Bukvic,1,69.0
 Radner Muratov,1,73.0
 Radu Botar,1,45.0
 Rae Bell,1,63.0
 Rae Dawn Chong,1,65.0
 Rae-won Kim,1,45.0
 Rafael Feldman,1,27.0
 Rafael Ferro,1,37.0
 Rafael Medrado,1,43.0
 Rafael Portugal,1,46.0
 Rafael Sieg,1,80.0
 Rafael Spregelburd,2,45.0
 Rafaella Hutchinson,1,12.0
 Rafal Mackowiak,1,11.0
 Rafał Zimowski,1,17.0
 Rafe Soule,1,23.0
 Rafe Spall,1,65.0
 Raffey Cassidy,1,60.0
 Raffi Barsoumian,1,50.0
 Rafi Gavron,2,50.0
 Rafik Ali Ahmad,1,19.0
 Rafinha Bastos,1,47.0
 Rag Mayur,1,36.0
 Ragaa Al-Geddawy,1,8.0
 Ragaa Hussein,1,42.0
 Raghav Juyal,1,43.0
 Raghubir Yadav,1,80.0
 Raghuvaran,1,9.0
 Raghuvir Yadav,3,24.0
 Ragini Khanna,1,36.0
 Rahim Razali,1,21.0
 Rahmi Dilligil,1,38.0
 Rahul Bagga,1,35.0
 Rahul Bhatt,1,38.0
 Rahul Bose,4,51.5
 Rahul Dev,4,26.0
 Rahul Khanna,2,58.0
 Rahul Ram,2,22.5
 Rahul Ramakrishna,1,45.0
 Rahul Roy,1,19.0
 Rahul Singh,1,17.0
 Rahul Verma Rajput,1,33.0
 Raima Sen,3,33.0
 Rainer Bock,3,62.666666666666664
 Raini Rodriguez,2,36.5
 Rainky Wai,1,10.0
 Rainn Wilson,2,49.0
 Raj Arjun,2,74.5
 Raj Babbar,7,34.57142857142857
 Raj Bhansali,1,71.0
 Raj Ghatak,1,78.0
 Raj Kesaria,1,7.0
 Rajat Kapoor,4,68.75
 Rajat Kaul,1,21.0
 Rajeev Kanakala,1,27.0
 Rajeev Verma,2,17.5
 Rajender Sethi,1,60.0
 Rajendra Gupta,3,36.333333333333336
 Rajendra Sethi,3,27.666666666666668
 Rajendran,1,45.0
 Rajendranath Zutshi,5,32.6
 Rajesh Jais,2,41.5
 Rajesh Khattar,1,46.0
 Rajesh Kumar,1,16.0
 Rajesh Puri,1,41.0
 Rajesh Sharma,6,48.0
 Rajesh Shringarpure,1,42.0
 Rajesh Tailang,2,61.0
 Rajeshwari,1,19.0
 Rajeshwari Sachdev,2,36.0
 Rajit Kapoor,4,37.5
 Rajiv Gupta,1,75.0
 Rajiv Lakshman,1,59.0
 Rajiv Verma,1,57.0
 Rajkiran,1,29.0
 Rajkummar Rao,5,44.0
 Rajneesh Duggal,1,34.0
 Rajpal Yadav,10,47.5
 Rajshri Deshpande,2,46.5
 Rakeen Saad,1,31.0
 Rakesh Bedi,2,27.0
 Rakesh Chaturvedi Om,1,76.0
 Rakesh Roshan,1,19.0
 Rakhee Gulzar,1,25.0
 Rakhi Sawant,1,12.0
 Rakshitha,1,14.0
 Rakul Preet Singh,2,34.0
 Ralf Moeller,1,36.0
 Ralph Bellamy,1,83.0
 Ralph Fiennes,4,71.0
 Ralph Garman,1,49.0
 Ralph Ineson,1,56.0
 Ralph Macchio,1,13.0
 Ralph Meeker,1,38.0
 Ralph Palka,1,15.0
 Ralph Richardson,1,68.0
 Ralph Seymour,1,80.0
 Ralph Waite,2,66.5
 Ram Kapoor,1,59.0
 Ram Manjjonaath,1,34.0
 Ramakant Dayma,1,18.0
 Ramasamy,1,36.0
 Rambha,2,29.0
 Ramblin' Jack Elliott,1,75.0
 Ramesh Deo,1,2.0
 Rameshwari,1,6.0
 Rami Heuberger,1,30.0
 Rami Malek,2,78.5
 Ramiro Leal,1,15.0
 Ramiro Meneses,1,23.0
 Ramiz Monsef,1,68.0
 Ramon Francisco,1,62.0
 Ramon Rodriguez,1,44.0
 Ramon Thompson,1,70.0
 Ramona Kunze-Libnow,1,55.0
 Ramona Young,1,82.0
 Ramsey Nouah,1,14.0
 Ramya Krishnan,3,46.666666666666664
 Ramya Pandiyan,1,36.0
 Ramya Subramanian,1,18.0
 Ramzy Bedia,1,20.0
 Ramzy Bédia,1,33.0
 Ramón Agirre,2,38.5
 Ramón Barea,2,46.5
 Ramón Llao,1,51.0
 Ramón Medína,1,48.0
 Ramón Rodríguez,1,64.0
 Rana Daggubati,2,19.5
 Rana Ranbir,2,29.0
 Ranbir Chakma,1,7.0
 Ranbir Kapoor,1,51.0
 Randa Asmar,1,19.0
 Randall Batinkoff,1,53.0
 Randall Duk Kim,1,72.0
 Randall Park,1,59.0
 Randeep Hooda,3,51.666666666666664
 Randeep Jha,1,67.0
 Randhir Kapoor,2,25.0
 Randolph Roberts,1,65.0
 Randy Couture,1,39.0
 Randy Havens,1,47.0
 Randy Newman,1,75.0
 Randy Quaid,1,59.0
 Randy Savage,2,55.5
 Randy Schulman,1,36.0
 Randy Spence,1,13.0
 Randy Wayne,2,43.0
 Rangayana Raghu,1,7.0
 Rani Bala,1,79.0
 Rani Mukerji,6,61.833333333333336
 Ranjeet,1,38.0
 Ranjini Chakraborty,1,18.0
 Ranjit Barot,1,17.0
 Ranjit Singh Shubh,1,22.0
 Rannvijay Singh,2,36.5
 Ransom M. Sherman,1,21.0
 Ranveer Singh,2,66.5
 Ranvir Raj,1,37.0
 Ranvir Shorey,4,46.25
 Rao Ramesh,1,27.0
 Raoul Trujillo,1,50.0
 Rapha Vélez,1,33.0
 Raphaël Romand,1,55.0
 Raphaëlle Agogué,1,43.0
 Rapulana Seiphemo,1,21.0
 Raquel Antonia,1,67.0
 Raquel Garza,1,19.0
 Raquel Presa,1,56.0
 Raquel Salvador,1,16.0
 Raquel Villar,1,62.0
 Raquel Welch,1,17.0
 Rashid Khan,1,4.0
 Rashida Jones,4,60.25
 Rashmi Agdekar,1,13.0
 Rashmi Sachdeva,1,6.0
 Rashmika Mandanna,2,46.0
 Rasika Dugal,1,80.0
 Rasika Joshi,1,60.0
