title,director,cast,score,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score
Wasteland,,,37.0,,,,
The Glades,,,70.0,,,,
Lie to Me,,,79.0,,,,
Nashville,,,77.0,,,,
Tiny Toon Adventures: How I Spent My Vacation,,,60.0,,,,
Tiny Toons Spring Break Special,,,16.0,,,,
The Dick Van Dyke Show,,,65.0,,,,
Twin Peaks,,,84.0,,,,
Kitchen Nightmares,,,71.0,,,,
Bunheads,,,79.0,,,,
Steven Universe,,,75.0,,,,
Legion of Brothers,,,41.0,,,,
Malcolm in the Middle,,,85.0,,,,
Below the Surface,,,33.0,,,,
Prison Break,,,73.0,,,,
The Exorcist,,,78.0,,,,
Man Seeking Woman,,,79.0,,,,
The House,,,12.0,,,,
Too Funny to Fail: The Life & Death of The Dana Carvey Show,,,69.0,,,,
Futurama,,,85.0,,,,
Chance,,,74.0,,,,
Black Clover,,,82.0,,,,
Family Matters,,,63.0,,,,
Peep Show,,,88.0,,,,
Leah Remini: Scientology and the Aftermath,,,82.0,,,,
Bones,,,78.0,,,,
The Mindy Project,,,74.0,,,,
Top of the Lake,,,74.0,,,,
Aesthetica of a Rogue Hero,,,55.0,,,,
Basilisk,,,69.0,,,,
Brothers Conflict,,,43.0,,,,
Corpse Princess,,,31.0,,,,
Dragonaut: The Resonance,,,37.0,,,,
Gungrave,,,70.0,,,,
Haganai,,,66.0,,,,
Hellsing,,,67.0,,,,
Hellsing Ultimate,,,85.0,,,,
Kaleido Star,,,36.0,,,,
Nabari no Ou,,,25.0,,,,
Space Dandy,,,81.0,,,,
The Sacred Blacksmith,,,28.0,,,,
Total Divas,,,41.0,,,,
Witchblade,,,54.0,,,,
Looking,,,81.0,,,,
Damien,,,55.0,,,,
Salem,,,70.0,,,,
Regular Show,,,88.0,,,,
We Bare Bears,,,83.0,,,,
Bad Company,,,72.0,,,,
Hannie Caulder,,,51.0,,,,
Raising Hope,,,82.0,,,,
Bordertown,,,46.0,,,,
The Cleveland Show,,,59.0,,,,
Second Chance,,,58.0,,,,
Johnny Guitar,,,83.0,,,,
The Eagle and the Hawk,,,3.0,,,,
Bullwhip,,,5.0,,,,
Sex&Drugs&Rock&Roll,,,50.0,,,,
Becoming Bond,,,71.0,,,,
Underground,,,78.0,,,,
Batman & Bill,,,69.0,,,,
Shots Fired,,,62.0,,,,
Guilty Crown,,,72.0,,,,
Psycho-Pass,,,77.0,,,,
A Certain Magical Index,,,65.0,,,,
Cowboy Bebop,,,87.0,,,,
Overlord,,,79.0,,,,
Spice and Wolf,,,79.0,,,,
The Heroic Legend of Arslan,,,62.0,,,,
Tokyo Ravens,,,47.0,,,,
Trigun,,,85.0,,,,
World Break: Aria of Curse for a Holy Swordsman,,,35.0,,,,
Yu Yu Hakusho,,,85.0,,,,
National Treasure,,,62.0,,,,
Mobile Suit Gundam Wing,,,69.0,,,,
The Golden Girls,,,83.0,,,,
Devious Maids,,,73.0,,,,
Workaholics,,,76.0,,,,
Wasted,,,20.0,,,,
Please Like Me,,,87.0,,,,
Sleepy Hollow,,,72.0,,,,
Barbarians Rising,,,42.0,,,,
Scott & Bailey,,,81.0,,,,
Mobile Suit Gundam: Iron-Blooded Orphans,,,57.0,,,,
Smallville,,,75.0,,,,
The Aliens,,,31.0,,,,
Community,,,83.0,,,,
Silk,,,68.0,,,,
Banished,,,57.0,,,,
Hunter x Hunter,,,90.0,,,,
Atlantis,,,62.0,,,,
Bakuman,,,74.0,,,,
Being Erica,,,70.0,,,,
In the Flesh,,,84.0,,,,
The Mighty Boosh,,,86.0,,,,
Deadbeat,,,69.0,,,,
My Mad Fat Diary,,,87.0,,,,
Curious George,,,67.0,,,,
Naruto Shippuden,,,82.0,,,,
Dawson's Creek,,,71.0,,,,
Hunderby,,,18.0,,,,
Mr. Bean,,,87.0,,,,
Dragon Ball GT,,,69.0,,,,
Undefeated Bahamut Chronicle,,,46.0,,,,
Saved by the Bell: Hawaiian Style,,,41.0,,,,
Saved by the Bell: The College Years,,,49.0,,,,
Divine Gate,,,23.0,,,,
Tears to Tiara,,,23.0,,,,
Assassination Classroom,,,81.0,,,,
Prince of Stride: Alternative,,,24.0,,,,
Happy Endings,,,74.0,,,,
Sailor Moon,,,79.0,,,,
The Millionaire Matchmaker,,,11.0,,,,
Oh My Venus,,,80.0,,,,
Rugrats,,,82.0,,,,
The Guardian,,,54.0,,,,
Chivalry of a Failed Knight,,,71.0,,,,
Heavy Object,,,29.0,,,,
Jersey Shore,,,45.0,,,,
The Awesomes,,,45.0,,,,
Sky Wizards Academy,,,29.0,,,,
Intruders,,,55.0,,,,
Prison School,,,76.0,,,,
HAPPYish,,,51.0,,,,
The Colony,,,41.0,,,,
Over the Garden Wall,,,92.0,,,,
My Love Story!!,,,69.0,,,,
Foster's Home for Imaginary Friends,,,84.0,,,,
Sons of Anarchy,,,84.0,,,,
CSI: Crime Scene Investigation,,,76.0,,,,
Absolute Duo,,,55.0,,,,
The Other Man,,,36.0,,,,
The Resident,,,45.0,,,,
Stargate Atlantis,,,78.0,,,,
Stargate Universe,,,71.0,,,,
Date A Live,,,71.0,,,,
Death Note,,,90.0,,,,
Buddy Complex,,,25.0,,,,
David Copperfield,,,50.0,,,,
Quick Draw,,,24.0,,,,
The Brady Bunch,,,64.0,,,,
Wings,,,61.0,,,,
Everybody Hates Chris,,,85.0,,,,
Taxi,,,68.0,,,,
The Odd Couple,,,60.0,,,,
A Boy Named Charlie Brown,,,73.0,,,,
A Very Brady Christmas,,,36.0,,,,
Ghost Whisperer,,,69.0,,,,
Gargantia on the Verdurous Planet,,,62.0,,,,
Hello Ladies,,,67.0,,,,
One Piece,,,88.0,,,,
Packed to the Rafters,,,24.0,,,,
Ergo Proxy,,,81.0,,,,
Coppelion,,,36.0,,,,
Blackadder,,,84.0,,,,
Bedlam,,,41.0,,,,
Bleak House,,,76.0,,,,
Upstairs Downstairs,,,56.0,,,,
Whitechapel,,,77.0,,,,
Danganronpa: The Animation,,,68.0,,,,
McLeod's Daughters,,,58.0,,,,
CSI: Miami,,,69.0,,,,
Battleground,,,14.0,,,,
Nura: Rise of the Yokai Clan,,,50.0,,,,
Tiger & Bunny,,,47.0,,,,
Shuffle,,,14.0,,,,
Slayers,,,54.0,,,,
High School of the Dead,,,74.0,,,,
Chrome Shelled Regios,,,29.0,,,,
Coupling,,,88.0,,,,
Claymore,,,86.0,,,,
Initial D,,,78.0,,,,
The Prince of Tennis,,,50.0,,,,
Heroic Age,,,28.0,,,,
"Doogie Howser, M.D.",,,56.0,,,,
Firefly,,,83.0,,,,
Frasier,,,84.0,,,,
Medium,,,71.0,,,,
Primeval,,,74.0,,,,
Reba,,,63.0,,,,
Roswell,,,79.0,,,,
Samurai Harem,,,36.0,,,,
Scream Queens,,,71.0,,,,
Star Trek: Enterprise,,,71.0,,,,
The Fades,,,76.0,,,,
The Twilight Zone,,,88.0,,,,
Waco: Madman or Messiah,,,13.0,,,,
UQ Holder!,,,35.0,,,,
The World Wars,,,42.0,,,,
SpongeBob DocuPants,,,10.0,,,,
Princess Principal,,,38.0,,,,
Meerkat Manor,,,18.0,,,,
Make Believe,,,72.0,,,,
Le Mans: Racing is Everything,,,19.0,,,,
Land of the Lustrous,,,65.0,,,,
Kabukibu!,,,17.0,,,,
Informer,,,66.0,,,,
Escape at Dannemora,,,79.0,,,,
DIVE!!,,,20.0,,,,
Blood & Treasure,,,65.0,,,,
Anonymous Noise,,,25.0,,,,
All or Nothing: Tottenham Hotspur,,,72.0,,,,
The Great Passage,,,38.0,,,,
Scum's Wish,,,58.0,,,,
Britannia,,,74.0,,,,
Hideaki Anno: The Final Challenge of Evangelion,,,37.0,,,,
LuLaRich,,,63.0,,,,
Killer Kids,,,14.0,,,,
12 Dates of Christmas,,,58.0,,,,
The World's Most Amazing Vacation Rentals,,,32.0,,,,
Elize Matsunaga: Once Upon a Crime,,,38.0,,,,
Chelsea,,,51.0,,,,
Sisters on Track,,,71.0,,,,
This Is Pop,,,17.0,,,,
"Money, Explained",,,52.0,,,,
Free to Play,,,71.0,,,,
Indian Matchmaking,,,36.0,,,,
Jeffrey Epstein: Filthy Rich,,,68.0,,,,
Worn Stories,,,33.0,,,,
Pui Pui Molcar,,,37.0,,,,
Spycraft,,,49.0,,,,
Bling Empire,,,37.0,,,,
Creating The Queen's Gambit,,,51.0,,,,
Dream Home Makeover,,,20.0,,,,
How To Ruin Christmas,,,18.0,,,,
The Surgeon's Cut,,,37.0,,,,
The Repair Shop,,,29.0,,,,
LEGO Jurassic World: Legend of Isla Nublar,,,48.0,,,,
Bad Boy Billionaires: India,,,35.0,,,,
Get Organized with The Home Edit,,,36.0,,,,
Chef's Table: BBQ,,,22.0,,,,
Rising Phoenix,,,83.0,,,,
(Un)Well,,,33.0,,,,
Selling Sunset,,,61.0,,,,
Homemade,,,18.0,,,,
Lenox Hill,,,72.0,,,,
History 101,,,64.0,,,,
The Innocence Files,,,53.0,,,,
LA Originals,,,54.0,,,,
How to Fix a Drug Scandal,,,45.0,,,,
The Devil Next Door,,,69.0,,,,
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,,26.0,,,,
Exhibit A,,,20.0,,,,
Girls Incarcerated,,,20.0,,,,
Killer Ratings,,,55.0,,,,
Antoine Griezmann: The Making of a Legend,,,37.0,,,,
Losers,,,31.0,,,,
Conversations with a Killer: The Ted Bundy Tapes,,,68.0,,,,
Murder Mountain,,,42.0,,,,
Inside the Criminal Mind,,,21.0,,,,
Amazing Interiors,,,18.0,,,,
Drug Lords,,,27.0,,,,
Wild Wild Country,,,79.0,,,,
Flint Town,,,56.0,,,,
Liberated: The New Sexual Revolution,,,30.0,,,,
The Royal House of Windsor,,,26.0,,,,
The Keepers,,,77.0,,,,
Captive,,,47.0,,,,
Chef's Table: France,,,37.0,,,,
Behind Enemy Lines,,,54.0,,,,
"Berlin, I Love You",,,39.0,,,,
Dare to Be Wild,,,29.0,,,,
Diana: In Her Own Words,,,75.0,,,,
Thackeray,,,26.0,,,,
The Nineties,,,24.0,,,,
Under the Helmet: The Legacy of Boba Fett,,,45.0,,,,
Willow,,,68.0,,,,
Star Wars Vehicle Flythroughs,,,15.0,,,,
The Mighty Ducks: Game Changers,,,71.0,,,,
Car SOS,,,21.0,,,,
Marvel's Behind the Mask,,,28.0,,,,
Dinosaurs,,,77.0,,,,
Inside Pixar,,,19.0,,,,
Luxo Jr.,,,72.0,,,,
Marvel Studios: Expanding the Universe,,,27.0,,,,
The Imagineering Story,,,76.0,,,,
Extremis,Dan Krauss,,60.0,,,,
The Flying Deuces,A. Edward Sutherland,,60.0,,,,
The Bigamist,Ida Lupino,,55.0,1.0,65.0,,
Sinatra: All or Nothing at All,Alex Gibney,,50.0,,,,
Life with Murder,John Kastner,,19.0,,,,
Human Flow,Ai Weiwei,,80.0,,,,
Hotel Coolgardie,Pete Gleeson,,44.0,,,,
Grinders,Matt Gallagher,,3.0,,,,
San Pietro,John Huston,,47.0,2.0,49.0,,
Fritz the Cat,Ralph Bakshi,,60.0,,,,
City of Ghosts,Matthew Heineman,,79.0,,,,
Snake Eater,George Erschbamer,,20.0,,,,
Robinson Crusoe,Luis Buñuel,,59.0,1.0,85.0,,
The Salesman,Asghar Farhadi,,81.0,2.0,78.5,,
Finding Jesus,Jason Wright,,5.0,,,,
The Devil and Father Amorth,William Friedkin,,44.0,,,,
Magic Trip,"Alex Gibney, Allison Elwood",,43.0,,,,
Stolen Hours,Daniel Petri,,5.0,,,,
Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,,61.0,1.0,57.0,,
Pokémon 3: The Movie,Kunihiko Yuyama,,64.0,,,,
Gasoline Alley,Edward Bernds,,45.0,,,,
Konga,John Lemont,,23.0,,,,
Crossing Arizona,"Joseph Mathew, Dan DeVivo",,46.0,,,,
"Romulus, My Father",Richard Roxburgh,,44.0,,,,
Mystery of the Nile,Jordi Llompart,,26.0,1.0,27.0,,
Justin Bieber: Our World,Michael D. Ratner,,41.0,,,,
Dick Johnson Is Dead,Kirsten Johnson,,81.0,,,,
Monsters Inside: The 24 Faces of Billy Milligan,Olivier Megaton,,53.0,,,,
The Women and the Murderer,"Mona Achache, Patricia Tourancheau",,27.0,,,,
Untold: Breaking Point,"Chapman Way, Maclain Way",,57.0,,,,
Untold: Crime & Penalties,"Chapman Way, Maclain Way",,60.0,,,,
Countdown: Inspiration4 Mission to Space,Jason Hehir,,64.0,,,,
Money Heist: From Tokyo to Berlin,"Luis Alfaro, Javier Gómez Santander",,41.0,,,,
Final Account,Luke Holland,,79.0,,,,
The Legend of 420,Peter Spirer,,39.0,,,,
The River Runner,Rush Sturges,,29.0,,,,
Count Me In,Mark Lo,,33.0,,,,
Untold: Caitlyn Jenner,Crystal Moselle,,46.0,,,,
Misha and the Wolves,Sam Hobkinson,,67.0,,,,
Treasures from the Wreck of the Unbelievable,Sam Hobkinson,,27.0,,,,
Untold: Malice at the Palace,Floyd Russ,,70.0,,,,
Naomi Osaka,Garrett Bradley,,43.0,,,,
Picture a Scientist,"Ian Cheney, Sharon Shattuck",,14.0,,,,
Nail Bomber: Manhunt,Daniel Vernon,,40.0,,,,
Hating Peter Tatchell,Christopher Amos,,31.0,,,,
Murder Among the Mormons,"Jared Hess, Tyler Measom",,72.0,,,,
Pelé,"David Tryhorn, Ben Nicholas",,68.0,,,,
"Strip Down, Rise Up",Michèle Ohayon,,43.0,1.0,10.0,,
"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,,59.0,,,,
Secrets of the Saqqara Tomb,James Tovell,,73.0,,,,
Guillermo Vilas: Settling the Score,Matías Gueilburt,,17.0,1.0,77.0,,
Move,"Thierry Demaizière, Alban Teurlai",,22.0,1.0,48.0,,
Bending the Arc,"Kief Davidson, Pedro Kos",,42.0,,,,
Rooting for Roona,"Pavitra Chalam, Akshay Shankar",,18.0,,,,
American Murder: The Family Next Door,Jenny Popplewell,,72.0,,,,
Bully,Lee Hirsch,,71.0,,,,
La Línea: Shadow of Narco,Pepe Mora,,28.0,,,,
My Octopus Teacher,"Pippa Ehrlich, James Reed",,82.0,,,,
The Speed Cubers,Sue Kim,,76.0,,,,
Tread,Paul Solet,,68.0,,,,
Father Soldier Son,"Leslye Davis, Catrin Einhorn",,74.0,,,,
Spelling the Dream,Sam Rega,,73.0,,,,
Sol Levante,Akira Saitoh,,27.0,,,,
BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,,14.0,,,,
Making Unorthodox,Marlene Melchior,,22.0,,,,
Sitara: Let Girls Dream,Sharmeen Obaid-Chinoy,,36.0,,,,
Untamed Romania,Tom Barton-Humphreys,,26.0,,,,
The Pharmacist,"Julia Willoughby Nason, Jenner Furst",,62.0,,,,
The 24 Hour War,"Nate Adams, Adam Carolla",,65.0,1.0,24.0,,
The Confession Killer,"Robert Kenner, Taki Oldham",,70.0,,,,
Iron Sky: The Coming Race,Timo Vuorensola,,43.0,1.0,51.0,,
Fire in Paradise,"Drea Cooper, Zackary Canepari",,50.0,,,,
A 3 Minute Hug,Everardo González,,17.0,,,,
It Takes a Lunatic,Billy Lyons,,9.0,,,,
Sturgill Simpson Presents Sound & Fury,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",,48.0,,,,
Birders,Otilia Portillo Padua,,13.0,,,,
Evelyn,Orlando von Einsiedel,,42.0,2.0,81.0,,
Elena,Petra Costa,,75.0,1.0,79.0,,
American Factory,"Steven Bognar, Julia Reichert",,80.0,1.0,43.0,,
Parchís: the Documentary,Daniel Arasanz,,23.0,,,,
The Alcàsser Murders,Elías León,,52.0,,,,
Silent,"Limbert Fabian, Brandon Oldenburg",,24.0,,,,
After Maria,Nadia Hallgren,,12.0,,,,
A Tale of Two Kitchens,Trisha Ziff,,13.0,,,,
Dying to Tell,Hernán Zin,,14.0,1.0,14.0,,
ReMastered: The Lion's Share,Sam Cullman,,19.0,,,,
Weed the People,Abby Epstein,,33.0,,,,
ReMastered: Devil at the Crossroads,Brian Oakes,,57.0,,,,
Studio 54,Matt Tyrnauer,,71.0,,,,
Behind the Curve,Daniel J. Clark,,69.0,,,,
Period. End of Sentence.,Rayka Zehtabchi,,76.0,,,,
14 Minutes from Earth,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm",,5.0,,,,
ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,,29.0,,,,
Sad Hill Unearthed,Guillermo de Oliveira,,49.0,,,,
Two Catalonias,"Álvaro Longoria, Gerardo Olivares",,20.0,,,,
City of Joy,Madeleine Gavin,,71.0,,,,
Recovery Boys,Elaine McMillion Sheldon,,45.0,1.0,63.0,,
Evil Genius,"Trey Borzillieri, Barbara Schroeder",,75.0,,,,
End Game,"Rob Epstein, Jeffrey Friedman",,64.0,,,,
Mercury 13,"David Sington, Heather Walsh",,76.0,,,,
Take Your Pills,Alison Klayman,,59.0,1.0,72.0,,
Ladies First,Uraaz Bahl,,18.0,,,,
Cuba and the Cameraman,Jon Alpert,,78.0,,,,
Let It Fall: Los Angeles 1982-1992,John Ridley,,51.0,,,,
Kingdom of Us,Lucy Cohen,,49.0,,,,
The Death and Life of Marsha P. Johnson,David France,,78.0,,,,
Franca: Chaos and Creation,Francesco Carrozzini,,29.0,,,,
Long Shot,Jacob LaMendola,,76.0,,,,
Strong Island,Yance Ford,,74.0,,,,
Resurface,"Josh Izenberg, Wynn Padula",,19.0,,,,
Nobody Speak: Trials of the Free Press,Brian Knappenberger,,65.0,,,,
What the Health,"Kip Andersen, Keegan Kuhn",,68.0,1.0,80.0,,
Hot Girls Wanted: Turned On,"Jill Bauer, Ronna Gradus, Rashida Jones",,41.0,,,,
Amanda Knox,"Rod Blackhurst, Brian McGinn",,71.0,,,,
Audrie & Daisy,"Bonni Cohen, Jon Shenk",,73.0,1.0,83.0,,
Children of God,John Smithson,,15.0,,,,
Team Foxcatcher,Jon Greenhalgh,,76.0,,,,
A Leaf of Faith,Chris Bell,,26.0,1.0,8.0,,
Apache Warrior,"David Salzberg, Christian Tureaud",,21.0,,,,
Blurred Lines: Inside the Art World,Barry Avrich,,11.0,2.0,65.5,,
Burlesque: Heart of the Glitter Tribe,Jon Manning,,23.0,,,,
Capital in the Twenty-First Century,Justin Pemberton,,64.0,,,,
Command and Control,Robert Kenner,,47.0,,,,
Concrete Football,"Jesse Adang, Syrine Boulanouar",,12.0,,,,
Democrats,Camilla Nielsson,,77.0,,,,
For Grace,"Mark Helenowski, Kevin Pang",,32.0,,,,
Forever Pure,Maya Zinshtein,,22.0,,,,
Forks Over Knives,Lee Fulkerson,,72.0,,,,
Golden Time,Takuya Inaba,,76.0,,,,
Gringo: The Dangerous Life of John McAfee,Nanette Burstein,,72.0,,,,
Growing Up Coy,Eric Juhola,,35.0,,,,
Hostage to the Devil,Marty Stalker,,37.0,,,,
How to Change the World,Jerry Rothwell,,51.0,1.0,74.0,,
Miss Representation,Jennifer Siebel Newsom,,64.0,,,,
Mortified Nation,Michael Mayer,,34.0,,,,
Not Alone,"Kiki Goshay, Jacqueline Monetta",,13.0,,,,
Numbered,"Dana Doron, Uriel Sinai",,16.0,,,,
Oklahoma City,Barak Goodman,,72.0,,,,
Woodstock,Barak Goodman,,63.0,,,,
Operation Odessa,Tiller Russell,,78.0,1.0,78.0,,
Palio,Cosima Spender,,43.0,1.0,34.0,,
Paris Is Burning,Jennie Livingston,,84.0,,,,
Patient Seventeen,Jeremy Kenyon Lockyer Corbell,,23.0,,,,
Playing Hard,Jean-Simon Chartier,,22.0,,,,
Q Ball,Michael Tolajian,,38.0,,,,
Roll Red Roll,Nancy Schwartzman,,76.0,,,,
Sacro GRA,Gianfranco Rosi,,66.0,1.0,71.0,,
Skydancers,Fredric Lean,,27.0,,,,
Star Men,Alison E. Rose,,23.0,,,,
Strike a Pose,"Ester Gould, Reijer Zwaan",,56.0,,,,
The Accountant of Auschwitz,Matthew Shoychet,,66.0,,,,
The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser",,19.0,,,,
The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",,54.0,,,,
The Gentleman Driver,Mario Mattei,,10.0,,,,
The Heat: A Kitchen (R)evolution,Maya Gallus,,4.0,,,,
The Look of Silence,Joshua Oppenheimer,,86.0,,,,
The Search for Life in Space,Stephen Amezdroz,,20.0,,,,
The Surrounding Game,"Will Lockhart, Cole D. Pruitt",,12.0,,,,
This Was Tomorrow,Wim Bonte,,26.0,,,,
Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",,30.0,,,,
Water & Power: A California Heist,Marina Zenovich,,20.0,,,,
When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",,38.0,,,,
Why We Fight: The Battle of Russia,"Frank Capra, Anatole Litvak",,31.0,,,,
Williams,Morgan Matthews,,76.0,,,,
Tick Tock Tale,Dean Wellins,,52.0,,,,
Nona,Louis Gonzales,,40.0,,,,
Burrow,Madeline Sharafian,,58.0,,,,
From Our Family to Yours,Angela Affinita,,9.0,,,,
Trick or Treat,Jack Hannah,,52.0,8.0,30.0,,
Don's Fountain of Youth,Jack Hannah,,30.0,8.0,30.0,,
Double Dribble,Jack Hannah,,28.0,8.0,30.0,,
The New Neighbor,Jack Hannah,,27.0,8.0,30.0,,
A Knight for a Day,Jack Hannah,,31.0,8.0,30.0,,
Beezy Bear,Jack Hannah,,25.0,8.0,30.0,,
Winter Storage,Jack Hannah,,34.0,8.0,30.0,,
Walt & El Grupo,Theodore Thomas,,60.0,,,,
The Boys: The Sherman Brothers' Story,"Jeffrey Sherman, Gregory Sherman",,57.0,,,,
Mail Dog,Charles Nichols,,11.0,5.0,24.8,,
Pluto and the Gopher,Charles Nichols,,16.0,5.0,24.8,,
Pluto's Surprise Package,Charles Nichols,,18.0,5.0,24.8,,
Pluto's Sweater,Charles Nichols,,23.0,5.0,24.8,,
Rescue Dog,Charles Nichols,,25.0,5.0,24.8,,
The Simple Things,Charles Nichols,,24.0,5.0,24.8,,
Boat Builders,Ben Sharpsteen,,40.0,3.0,34.333333333333336,,
Sea Scouts,Dick Lundy,,23.0,,,,
Donald's Tire Trouble,Dick Lundy,,30.0,,,,
One Day at Disney,Fritz Mitchell,,23.0,,,,
Babes in the Woods,Burt Gillett,,36.0,3.0,53.666666666666664,,
Bambi,David Hand,,77.0,1.0,34.0,,
Bao,Domee Shi,,79.0,,,,
Beach Picnic,Clyde Geronimi,,35.0,1.0,32.0,,
Canine Caddy,Clyde Geronimi,,27.0,1.0,32.0,,
Lend a Paw,Clyde Geronimi,,42.0,1.0,32.0,,
Mr. Mouse Takes a Trip,Clyde Geronimi,,37.0,1.0,32.0,,
Chef Donald,Jack King,,43.0,4.0,34.5,,
Day & Night,Teddy Newton,,78.0,,,,
How to Swim,Jack Kinney,,35.0,4.0,37.75,,
Kitbull,Rosana Sullivan,,68.0,,,,
Lifted,Gary Rydstrom,,77.0,1.0,50.0,,
Red's Dream,John Lasseter,,59.0,4.0,67.25,,
One Man Band,"Mark Andrews, Andrew Jimenez",,76.0,,,,
Presto,Doug Sweetland,,81.0,,,,
Santa's Workshop,Wilfred Jackson,,51.0,2.0,44.5,,
The Goddess of Spring,Wilfred Jackson,,39.0,2.0,44.5,,
The Old Mill,Wilfred Jackson,,64.0,2.0,44.5,,
Toby Tortoise Returns,Wilfred Jackson,,34.0,2.0,44.5,,
Three Little Wolves,Dave Hand,,40.0,1.0,53.0,,
Three Days,Michael Switzer,,30.0,,,,
Ye Olden Days,Bert Gillett,,40.0,,,,
,20th_century_fox,,,1.0,58.0,,
,A.J. Murugan,,,1.0,28.0,,
,Aanand Rai,,,1.0,60.0,,
,Aaron Burns,,,1.0,8.0,,
,Aaron Mirtes,,,1.0,19.0,,
,"Aaron Nee, Adam Nee",,,1.0,58.0,,
,Aaron Norris,,,2.0,42.5,,
,Aaron Sorkin,,,2.0,77.0,,
,Abdellatif Kechiche,,,1.0,76.0,,
,Abdulaziz Alshlahei,,,1.0,18.0,,
,Abel Ferrara,,,1.0,53.0,,
,Abhishek Kapoor,,,3.0,56.0,,
,Abhishek Varman,,,2.0,49.5,,
,Abir Sengupta,,,1.0,14.0,,
,Adam Bhala Lough,,,1.0,43.0,,
,Adam Bolt,,,1.0,76.0,,
,Adam Dubin,,,1.0,78.0,,
,Adam Egypt Mortimer,,,1.0,62.0,,
,Adam Leon,,,1.0,70.0,,
,Adam MacDonald,,,1.0,63.0,,
,Adam Ripp,,,1.0,22.0,,
,Adam Rodgers,,,1.0,58.0,,
,Adam Sjöberg,,,1.0,9.0,,
,Adam Smith,,,1.0,47.0,,
,Adam Wood,,,1.0,69.0,,
,"Adil El Arbi, Bilall Fallah",,,1.0,48.0,,
,Adrian Grunberg,,,1.0,50.0,,
,Adrian Langley,,,1.0,38.0,,
,Adrian Panek,,,1.0,43.0,,
,Adrian Teh,,,2.0,23.5,,
,Adrián García Bogliano,,,1.0,30.0,,
,Advait Chandan,,,1.0,78.0,,
,Ahishor Solomon,,,1.0,21.0,,
,Ahmad El-Badri,,,1.0,16.0,,
,Ahmed El Gendy,,,1.0,21.0,,
,Ahmed Saleh,,,1.0,13.0,,
,Ahmet Katıksız,,,1.0,47.0,,
,Ahn Byoung-wook,,,1.0,28.0,,
,Aidan Belizaire,,,1.0,8.0,,
,Ajay Devgn,,,1.0,39.0,,
,Akarsh Khurana,,,1.0,67.0,,
,Akiva Goldsman,,,1.0,50.0,,
,"Akiyuki Shinbo, Nobuyuki Takeuchi",,,1.0,51.0,,
,Akshay Roy,,,1.0,47.0,,
,Alain Desrochers,,,1.0,64.0,,
,Alan Alda,,,1.0,56.0,,
,Alan Ball,,,1.0,70.0,,
,Alan Barillaro,,,1.0,86.0,,
,Alan Rickman,,,1.0,57.0,,
,Alastair Fothergill,,,1.0,84.0,,
,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",,,1.0,87.0,,
,Albert Herman,,,1.0,3.0,,
,Albert Maysles,,,1.0,77.0,,
,Alberto Lattuada,,,1.0,35.0,,
,Alejandra Márquez Abella,,,1.0,28.0,,
,Alejandro Agresti,,,1.0,65.0,,
,"Alejandro De Grazia, Juan Stadler",,,1.0,9.0,,
,Alejandro Fernández Almendras,,,1.0,10.0,,
,Alejandro Montiel,,,2.0,45.5,,
,Alejo Mo-Sun,,,1.0,15.0,,
,"Aleksandr Boguslavskiy, Francesco Cinquemani",,,1.0,36.0,,
,Aleksandr Sery,,,1.0,73.0,,
,Aleksey Tsitsilin,,,1.0,61.0,,
,Alessandra de Rossi,,,1.0,14.0,,
,Alessio Cremonini,,,1.0,76.0,,
,Alethea Jones,,,1.0,47.0,,
,"Alex Díaz, Marcos Bucay",,,1.0,7.0,,
,Alex Garland,,,1.0,83.0,,
,Alex Infascelli,,,1.0,55.0,,
,Alex Israel,,,1.0,29.0,,
,"Alex Parkinson, Richard da Costa",,,1.0,78.0,,
,Alex Proyas,,,2.0,68.0,,
,Alex R. Johnson,,,1.0,38.0,,
,Alex Reis,,,1.0,77.0,,
,Alex Richanbach,,,1.0,53.0,,
,Alex Stapleton,,,1.0,32.0,,
,Alex Turner,,,1.0,48.0,,
,"Alex Woo, Stanley Moore",,,1.0,12.0,,
,Alexander Gruszynski,,,1.0,24.0,,
,"Alexander Holt, Lance Roehrig",,,1.0,62.0,,
,Alexandra Dean,,,1.0,74.0,,
,"Alexandra Kotchef, Hannah Leder",,,1.0,37.0,,
,Alexandre Avancini,,,1.0,29.0,,
,Alexandre Espigares,,,1.0,67.0,,
,"Alexandre Heboyan, Benoît Philippon",,,1.0,75.0,,
,Alf Kjellin,,,1.0,3.0,,
